title,company,location,salary,job_type,description,date,scraped_date,scraped_at
Junior Web Developer,Colossal Management LLC,"Scottsdale, AZ 85255",,"$60,000 - $70,000 a year, Full-time, Monday to Friday, Health insurance, Paid time off, Vision insurance, Dental insurance, , ","Colossal Management, LLC is the world’s largest provider of online competitions bringing together brands and our community to create life-changing opportunities while supporting charity. Philanthropy is our vision, our mission, and our action.
We have a brilliant team, and we’d love it if you joined us. Here are some reasons why you’ll enjoy working at Colossal Management, LLC:
Impact: We embrace competition to make this world a better place through helping charities with the power of social media.
Growth: This is your opportunity to join a rapidly growing team of like-minded individuals who are committed to make a difference.
Employee Benefits: We firmly believe in a work/life balance and encourage our employees to “work to live” as opposed to “live to work.”
Generous PTO Program
Paid Sick Leave
Holiday Leave
Volunteering Time-Off Program
75% Health Insurance Coverage
Perks:
Monthly Events/Team Building Activities
1-2 Catered Lunches Per Month
In-House Fitness Center
Office Snacks
What we’re looking for:
As the Junior Web Developer, your primary focus will be on designing, developing and maintaining new and existing WordPress sites. This role reports directly to the CIO and works with the content team to ensure that these components and the overall building elements are maintainable and performant.
Key responsibilities:
Build and optimize a secure and responsive websites using WordPress or other CMS platforms
Design and develop innovative solutions to meet the needs of the company
Provide continued support for one or more web properties
Perform routine site audits, as well as ongoing maintenance, on an as-needed basis
Code and script features as required
Create and maintain software documentation
Work with team members on general website development tasks
Other duties as assigned
Our ideal candidate:
Bachelor’s degree in an IT, Design, or, related field and/or equivalent work experience
3+ years of experience designing, developing and maintaining modern websites
Significant experience and expertise with WordPress
Familiarity with and solid understanding of PHP and Ubuntu LINUX
Ability to work independently as well as a group
Process-oriented
Attentive to detail and organized
Ability to communicate effectively with team members and team leads
Natural problem solver and troubleshooter
Self-motivated and creative thinker
Ability to execute the full software life-cycle development process - from architecture and development to debugging and maintenance
*Equal Opportunity: Colossal Management, LLC is proud to be an Equal Opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.
Job Type: Full-time
Pay: $60,000.00 - $70,000.00 per year
Benefits:
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Work Location: In person","Colossal Management LLC
4.7",2025-05-09,2025-05-09 13:01:54
Junior Software Developer,Cashman Companies,"Quincy, MA",,,"Junior Software Developer
Location: Quincy, MA (In-Office)
Company: Cashman Dredging and Marine Contracting Company, LLC
About Us
Cashman Dredging and Marine Contracting Company, LLC is a leading provider of dredging services in the United States. We specialize in capital and maintenance dredging, environmental remediation, and beach nourishment projects across the U.S., the Caribbean, and South America.
Position Overview
We’re looking for a passionate, curious, driven, and team-oriented Junior Software Developer to join our in-office team in Quincy, MA. This entry-level role is designed for someone eager to learn, grow, and contribute to real-world software projects in a dynamic marine construction environment. You’ll work alongside and lead a supportive team and get hands-on experience solving unique business challenges with technology.
What You’ll Do
Assist and become the leader in the development and maintenance of internal tools and custom applications.
Support the automation of reporting processes and data workflows.
Collaborate with engineering, project management, and finance teams to identify software needs and implement solutions.
Write clean, maintainable code and assist in code reviews, debugging, and testing.
Use data analysis and visualization tools to support decision-making.
Skills We’re Looking For
Familiarity with:
Object-Oriented Programming (OOP)
Version Control (Git)
UX/UI Basics
Unit Testing and Debugging
Solid understanding of:
Microsoft Excel (Dynamic Arrays, Array Formulas, Macros, Graphing)
Basic statistics and math principles
Strong attention to detail and initiative
Ability to work independently and within a collaborative team environment
Preferred Qualifications
Bachelor's degree in Computer Science, Computer Engineering, or a related field
Proficiency in at least one programming language (e.g., Python, Java, C#, JavaScript)
Excellent problem-solving and communication skills
Eagerness to learn new technologies and systems
Valid driver’s license
Must be authorized to work in the U.S. without sponsorship
Why Join Us?
At Cashman, we value curiosity, creativity, and technical acumen. We offer a supportive environment where new ideas are welcome, and your growth is a priority. If you’re a motivated problem-solver looking to launch your software development career, we’d love to hear from you.
Equal Opportunity Employer
Cashman Dredging and Marine Contracting Company, LLC is an equal opportunity employer. We prohibit discrimination based on race, color, creed, sex, sexual orientation, gender identity/expression, age, religion, national origin, marital or family status, military service, veteran status, pregnancy, disability, medical condition, genetic information, ancestry, citizenship, political affiliation, or any other characteristic protected by applicable laws. All employment decisions are based on business needs, job requirements, and individual qualifications, without regard to non-merit factors.",,2025-05-09,2025-05-09 13:01:54
Entry Level Software Engineer,Common Goal Systems Inc.,"Elmhurst, IL",,,"Common Goal Systems is a privately held software/Internet company based in Elmhurst, IL that provides solutions to the K-12 education market. Our goal is to make a positive impact on education through the implementation of high-quality, easy-to-use technology.
Responsibilities
Software Development
Quality Assurance
Customer Support
Qualifications
Bachelor's Degree in Computer Science or related field
0-3 years experience
Experience with C#, ASP.NET and Angular a plus
Experience with Html, JavaScript, jQuery and CSS a plus
Understanding of Relational Databases
Strong analytical skills
Excellent communication skills
High level of integrity, character, energy and motivation
Desire to work hard at a small company, make an immediate impact
A commitment to excellence and willingness to go the extra mile
Idealism in wanting to improve the quality of education
Optimism in believing that you can make a difference
Humility in recognizing that idealism/optimism may really be ignorance/arrogance
Authorized to work lawfully in the United States
Not require sponsorship, now or in the future, for an employment based visa
Location
Elmhurst, IL",,2025-05-09,2025-05-09 13:01:54
Java Software Engineer,KUBRA,"Hybrid work in Tempe, AZ 85281",,"Full-time, Tuition reimbursement, 401(k) matching, On-site gym, ","Here we grow again! With the increase in new clients and projects, our Product Development team is expanding, and we are looking for an accomplished and passionate Java Software Engineer to join us!

As a Senior Java Software Engineer at KUBRA, you will collaborate with a group of talented technologists who are committed to excellence. Your role will involve shaping and enhancing our cutting-edge solutions, driving forward innovative projects, and contributing to the overall success of our product portfolio. You will be instrumental in designing, implementing, and maintaining high-quality software that exceeds our clients' expectations.

We offer a dynamic, fast-paced environment where you can apply your expertise to solve complex technical problems, work with the latest technologies, and continuously grow your skill set. If you thrive on challenges, take pride in your work, and have a passion for technology, KUBRA is the perfect place for you to advance your career and make a significant impact.

Senior Software Engineer, is the title of this position, internally.

This is a hybrid opportunity in Tempe, AZ.
What you get to do every day
As a Senior Java Software Engineer, you will work as part of a team of developers focused on building enterprise customer experience management software
Contribute to design of new functionality and expand existing functionality
Collaborate with Software Engineers, Team Lead, and management on product roadmap and architecture development plan
Participate in the full software development life cycle
Write code and contribute to the software architecture of a highly concurrent, high-throughput system
Help to train and mentor other Software Engineers
Manage a number of projects and tasks using a variety of technologies
Learn and become proficient with new technologies as product designs dictate. This may occasionally involve training at local and national technical training workshops.
Suggest ideas for new products and micro-services
Create/assist with architecture of new products
Write software to add features to existing software
Write highly concurrent, highly performant software
Bootstrap new software applications possibly with new architecture
Debug and resolve bugs in existing software
Write unit tests proving software fixes or features
Automated AWS resource creation/modification
May travel to visit clients throughout North America to participate in design sessions and deliver technical presentations and training
What kind of person should you be?
As a Senior Java Software Engineer, you pride yourself on your problem-solving and analytical skills
You have the ability to quickly learn unfamiliar systems & code bases
You can handle the most stressful situations calmly
You often suggest ideas for new applications that can improve operations
You're self motivated
Your ability to debug & triage complex problems is outstanding
You have the ability to assess maintainability & long-term impacts of design choices
You have mad respect for deadlines
The ability to work independently is crucial but you also know that Teamwork Makes The Dream Work
What skills do you need?
Bachelor’s degree in Computer Science or Engineering, or equivalent experience
Master’s degree is preferred
Minimum of 5 years of experience in Java environments
Leadership experience is preferred
Experience with Amazon AWS cloud facilities such as EC2, S3, and RDS is preferred
Strong proficiency in Java and object-oriented design, with knowledge of Spring/Spring Boot and Java EE
Experience in Java concurrency, use of relational databases, and stream processing
Experience writing JUnit tests to achieve high test coverage of Java code changes.
Experience working with Linux systems
Experience with Puppet/Chef/Terraform or similar software
Experience with Docker
What can you expect from us?
Award-winning culture that fosters growth, diversity and inclusion for all
Paid day off for your birthday
Free LinkedIn Learning subscription
Annual performance-based bonuses
Continued education with our education reimbursement program
Flexible schedules
Free unlimited access to our refreshment stations (fully stocked with tea, coffee and other beverages)
Two paid days for volunteer opportunities
Free on-site Fitness center
Access to a ‘Tickets at Work’ membership
401k Matching

#STACK2024
KUBRA is an equal opportunity employer dedicated to building an inclusive and diverse workforce. We will provide accommodations during the recruitment process upon request. Information received relating to accommodation will be addressed confidentially. We thank all applicants for their interest; however, only candidates under consideration will be contacted.

While we value the skills and experiences listed in our job requirements, we also recognize that talent comes in many forms, and welcome applications from candidates who meet most but not all specified requirements. If you possess a strong desire to learn and grow in a dynamic work environment, apply now!

KUBRA is a fast-growing company that delivers customer communications solutions to some of the largest utility, insurance, and government entities across North America. KUBRA offers billing and payments, mapping, mobile apps, proactive communications, and artificial intelligence solutions for customers. With more than 1.5 billion customer interactions annually, KUBRA services reach over 40% of households in the U.S. and Canada. KUBRA is an operating subsidiary of Hearst.
Our office is small enough to allow creative individuals to flourish, yet large enough to provide long-term stability. We place a tremendous amount of responsibility on our team members to be productive, focused and self-motivated. We offer a casual work environment, competitive compensation and a stellar benefits program.

KUBRA does not typically provide immigration-related assistance, including employment-based work visa (e.g. H-1B) sponsorship, work permit applications and extensions, permanent residence (green card) sponsorship, LMIA applications or permanent residency nominations. Candidates must ensure they have legal authorization to work in the U.S/ Canada. All sponsorship determinations are case by case based on business need.","KUBRA
3.2",2025-05-09,2025-05-09 13:02:47
Junior Frontend Web Developer,First Community Credit Union of Oregon,"Coquille, OR 97423",,"$23 - $29 an hour, Full-time, Monday to Friday
+1, On-the-job training, Health insurance, 401(k) matching","Starting Salary Range: $23.00 - $29.00 (USD) Hourly
Work Location: Coquille, OR (THIS POSITION IS IN PERSON, REMOTE WORK NOT AVAILABLE)
First Community is a growing organization seeking employees that can develop and maintain websites and web-based technologies. Skills required are: Good PC/data entry skills, exceptional attention to details, and knowledge of programming language fundamentals. This position requires the individual to learn other technologies such as: Version control systems (GIT), HTML, CSS, JavaScript, AJAX, VueJS Framework. Knowledge of backend languages is helpful, but not required.
GitHub/Code examples required.
Benefits:
401(k) with 50% employer match
Company Paid Health insurance
Competitive Wages
Vacation, Sick, Personal Pay
On the job training offered
Schedule:
8 hours a day, Monday through Friday
Education/Experience:
High School Diploma or equivalent (required)
Associate’s Degree or two years job related experience (preferred)
Two years job related experience (required)
Company's website:
www.myfirstccu.org

** First Community Credit Union is an equal opportunity employer. We are committed to diversity, equity and inclusion. All qualified individuals are encouraged to apply and will be given full consideration for employment regardless of race, color, age, sex, religion, veteran status, national origin, sexual orientation, disability or any other classification protected by applicable federal, state or local law. Applicants may request reasonable accommodation to participate in the application process. Equal opportunity employer, including protected Veterans and individuals with disabilities.
FCCUH","First Community Credit Union of Oregon
3.4",2025-05-09,2025-05-09 13:02:47
Full-Stack Software Developer III,Space Coast Credit Union,"Hybrid work in Melbourne, FL 32940",,"$107,570.92 - $117,408.63 a year, Full-time, Tuition reimbursement, Health insurance, Paid time off, , , ","Space Coast Credit Union (SCCU), the 3rd largest credit union in Florida, is looking for a Software Developer III to join our ONESCCU team at our Melbourne Headquarters or Miramar Operations Center locations! SCCU has been in business for over 70 years, has over 8billion dollars in assets and WE ARE GROWING!
Our Members are our top priority and we stand behind our Brand Promise: Honest People, Trusted Products, Time Valued. We offer a rich benefits package and career advancement opportunities.
This position is a temp-to-perm, which is located in our Melbourne or Miramar, FL locations.
Software Developer III Compensation Range:
$107,570.92 - $114,586.41 / Central, FL
$110,220.34 - $117,408.63 / South, FL
SCCU Team Member Benefits:
ONESCCU annual bonus available!
Hybrid Work Options - Work from home up to 3 days a week.
Flexible Schedule options!
Medical, Dental, & Vision Insurance
HSA (Health Savings Account) with SCCU matching contribution
SCCU Paid Long Term and Short Term Disability coverage
SCCU Paid Term Life Insurance
Employee Assistance Program (EAP)
Paid Time Off
401(K) Pre-Tax Savings Plan with SCCU match- 100% of the first 5% of employee contributions
Tuition Reimbursement Program
SCCU Team Member financial discounts & perks (save money every month!):
Loan Discounts - Mortgage, 2nd Mortgage, Auto, Motorcycle, Boat etc. / GAP coverage at half price
Fixed low rate credit card- 5.99%, if approved
FREE Identify Theft Protection!
No fee SCCU accounts
Principal Duties and Responsibilities:
Responds to end user trouble calls to resolve routine application software problems or assist with hardware issues remotely when possible. Routes calls as needs for more non-routine questions. Track tickets in an incident management system to properly identify problem and resolution for a shared knowledge base or escalate and assign as needed for higher level support.
Designs, develops, tests, and integrates moderately complex internal and external core and web applications, services, and sites, including maintenance, upgrades, and troubleshooting in order to fulfill business needs. Assists in determining cost and schedule of various software projects using current and proven software engineering
Provides tier III technical support for staff on internal and external core and web applications and systems.
Confers with vendors, other IT team members, users, and department managers to determine requirements for new or modified software and hardware. Tests new hardware and software configurations for usability and proper function, including cross-browser functional capability. Develops web security safeguards and technologies. Consistently meets assigned project deadlines and goals.
Reviews, analyzes, and modifies the application systems including encoding, testing, debugging, and documentation. Analyzes and resolves problems associated with application systems. Detects, diagnoses, and reports related problems.

Minimum Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the minimum level of knowledge, skills and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Education & Experience:
Level III: 5 to 8 years prior experience with software analysis, design, development, testing, debugging, integration, deployment, support and documentation of core and web based systems following the software development lifecycle, or combination of applicable experience, education, and training which provides the knowledge and skills needed to perform job duties.
Front-end Developer skills: Front-end web development, React, JavaScript, CSS, JQuery, SASS, Bootstrap, and WCMS platforms. Familiarity with .Net, Visual Studio, Azure DevOps Server, C#, SQL Server and/or other relational databases, Node.JS, experience with client-server concepts, object-oriented programming, web services, and Waterfall/Agile development methodologies.
Back-end Developer skills: .Net, Visual Studio, Azure DevOps Server, C#, SQL Server and/or other relational databases, Node.JS, experience with client-server concepts, object-oriented programming, web services, and Waterfall/Agile development methodologies. Familiarity with front-end web development, React, JavaScript, CSS, JQuery, SASS, Bootstrap, and WCMS platforms.
A 4-year college degree Information Systems, Computer Engineering or a related academic area or equivalent experience is required.
Software Developer III Hours
Standard hours are M – F 8:00 AM – 5:00 PM.
#IND
Equal Opportunity Employer
This employer is required to notify all applicants of their rights pursuant to federal employment laws. For further information, please review the Know Your Rights notice from the Department of Labor.","Space Coast Credit Union
3.2",2025-05-09,2025-05-09 13:02:47
Software Engineer I - .Net - Hybrid,Unum,"Hybrid work in Portland, ME 04102",,"$60,500 - $123,400 a year, Full-time, Health insurance, 401(k) matching, Paid time off, Vision insurance, Dental insurance, ","Our Fortune 500 company is driving a digital transformation and looking for forward-thinking innovators to disrupt how our industry thinks about and uses technology. As one of the world's leading employee benefits providers, we help millions of people gain affordable access to benefits that help them protect their families, their finances and their futures.
Are you an asker of questions, a solver of problems, and a challenger of the status quo? Our mission is to provide a differentiated customer experience and exceed the expectations people have of technology at any company — not just insurers.
We are seeking individuals to join our team of talented IT professionals who share never-ending passion and an unwavering focus on our customer experience. Team members comfortable working in an agile, fast-paced, and delivery-focused environment thrive in our environment where we value an entrepreneurial spirit and those who challenge the status-quo.
Unum is changing, and we’re excited about what’s next. Join us.
General Summary:
Unum is seeking a Software Engineer I to join our Broker Connect team, a collaborative, high-performing group supporting the evolution of our broker-facing technologies. This role offers a unique opportunity to contribute to meaningful projects in a dynamic Agile environment while learning alongside experienced engineers.

As a member of this fast-paced team, you’ll work on a wide range of initiatives, own several APIs, and play a key role in the design, development, and delivery of scalable solutions.

Location: 2 days onsite per week at our Portland, ME, Chattanooga, TN or Columbia, SC campus.
Key Responsibilities:
Participate in daily standups and Agile ceremonies across onshore and offshore teams
Develop, test, and maintain backend services and APIs, primarily using .NET
Collaborate with Software Engineers and cross-functional teams to troubleshoot, enhance, and optimize applications
Integrate third-party and cloud-based technologies (Azure, AWS, Windows Server)
Contribute to sprint planning, backlog grooming, and team syncs
Create and maintain technical documentation including architecture, design, and troubleshooting guides
Foster team connection through regular non-work check-ins and shared team values
Qualifications:
2+ years of hands-on experience in .NET development
Strong experience with API development and maintenance
Familiarity with Azure, AWS, or Windows Server
1+ years working in an Agile environment, comfortable with ceremonies and sprints
Experience using SDLC tools such as Jira or Rally (training can be provided)
Excellent problem-solving and critical thinking skills
Willingness to learn and contribute across the stack (front-end exposure is a plus)
Strong written and verbal communication skills
Ability to work collaboratively and thrive in a team-focused culture
Flexible and open-minded
Comfortable juggling multiple priorities and context switching
Motivated by continuous improvement and team success
Enthusiastic about contributing to a positive, supportive, and fun team culture
#LI-TS1
#LI-MULTI
#LI-HYBRID
~IN1
Our company is built on helping individuals and families, and this starts with our employees. We want employees to maintain a positive balance, which is why we provide access to the benefits and resources they need to invest in themselves. From our onsite fitness facilities and generous paid time off to employee professional development programs, we are committed to helping employees live and work their best – both inside and outside the office.
Unum is an equal opportunity employer, considering all qualified applicants and employees for hiring, placement, and advancement, without regard to a person's race, color, religion, national origin, age, genetic information, military status, gender, sexual orientation, gender identity or expression, disability, or protected veteran status.
The base salary range for applicants for this position is listed below. Unless actual salary is indicated above in the job description, actual pay will be based on skill, geographical location and experience.
$60,500.00-$123,400.00
Additionally, Unum offers a portfolio of benefits and rewards that are competitive and comprehensive including healthcare benefits (health, vision, dental), insurance benefits (short & long-term disability), performance-based incentive plans, paid time off, and a 401(k) retirement plan with an employer match up to 5% and an additional 4.5% contribution whether you contribute to the plan or not. All benefits are subject to the terms and conditions of individual Plans.
Company:
Unum","Unum
3.4",2025-05-09,2025-05-09 13:02:47
Senior Software Engineer-Services (Java),One Valley,"Hybrid work in San Mateo, CA 94402",,"$150,000 - $180,000 a year, Full-time, Parental leave, Health insurance, , , , ","About OneValley
OneValley provides founders resources to grow their startup and software solutions for startup ecosystems and communities of all sizes. OneValley Ventures invests in early-stage startups taking on complex, high-value challenges using next generation technologies.
The Role
On a day-to-day basis, as an engineering (EngTeam) member, you’ll be a part of a dynamic, close-knit group of engineers, working in various cross-functional capacities, directly involved in the scoping and planning of our new frontend platform (VueJS/ Java Spring MVC). All engineering team members work closely with Product Management to suss out product and project requirements. But being a core member of the EngTeam, you’ll also directly participate with the team as a whole in developing the strategy and planning of technology both current and future. We live to innovate!
Specifically as a Software Services Engineer, your duties will encompass building backing services for the various UI components in ourapplication, as well as standalone services for manipulating the data in our system. As such, you will work closely with Product Management, QA, and your team members in designing, scoping, planning, and executing on various projects within our ecosystem.
Who You Are
You’re an individual who’s inspired by and thrives in the fluid environment of a startup. Though you might have a title and defined role, you know you may be called upon at times - however rare - to do something that may have nothing to do with your job. And you’re okay with that.
You have a strong sense of ownership, accountability, and team. You’re at your best when you work with others, and your teammates know you to be a vital and reliable team member whom they can count on not only for your work but your willingness to mentor others on the team.
And as a software engineer, you have a design-first mentality and take pride in your work. You’re bugged by spaghetti code and all that goes with it, constantly demanding a high level of excellence from yourself - and your team.
Your Skills and Experience
3-5 years proven experience building enterprise software in Java/Spring (SpringMVC, SpringBoot, SpringSecurity, etc.).
Practical experience in object-oriented design, specifically UML, and implementing according to your designs
Expertise in implementing software that follows established design patterns such as Pub-Sub (Observer), MVC, Strategy, etc.
Demonstrable experience implementing message bus-based software.
Proven implementation of HATEOAS/HAL REST APIs
Familiarity and practical experience implementing software on the cloud, and deploying into containers.
Microservice development experience.
Proficiency in SQL and relational database design
Agile/Scrum
Cloud development expertise on Azure, AWS, or GCP environments with Docker/Kubernetes
Familiarity with CI/CD.
Practical experience in testing frameworks (JUnit, Cucumber, etc.)
Extras and Nice-to-Haves
Experience in caching strategies/solutions
Familiarity with NoSQL databases (Hadoop, MongoDB, Cassandra, etc.)
What We Offer
Competitive salary and benefits
Open working environment
Unlimited vacation
Monthly cell phone allowance
A GREAT TEAM!!!
Job Type: Full-time
Pay: $150,000.00 - $180,000.00 per year
Benefits:
Dental insurance
Health insurance
Paid holidays
Paid time off
Parental leave
Compensation Package:
Bonus opportunities
Performance bonus
Stock options
Location:
San Mateo, CA 94402 (Preferred)
Ability to Commute:
San Mateo, CA 94402 (Required)
Work Location: Hybrid remote in San Mateo, CA 94402",,2025-05-09,2025-05-09 13:02:47
Low-Code Developer,MGP Inc.,"Des Plaines, IL 60016",,"From $89,500 a year, Full-time, Monday to Friday
+1, Professional development assistance, Parental leave, 401(k), , , ","Read this if you are seeking a position where you can have a tremendous impact and help improve people’s lives. MGP Inc. works with local governments to make technology work. Our mission is to improve community through innovative solutions that enhance efficiencies, decision-making, and service delivery. Our people first approach focuses on fostering trust, transparency, and long-term partnerships with our clients, ensuring that our solutions create meaningful impacts.
As a Low-Code Developer, you will play a crucial role in implementing technology solutions that meet local government business objectives. This role focuses on leveraging Microsoft technologies to design, implement, and standardize solutions that are aligned with the needs of local government.
In this position you will:
Develop and manage Microsoft 365 solutions (SharePoint, Power Platform) including creation, updates, and quality control.
Train users and provide effective reference and training materials.
Provide technical support for solutions.
Document solution information and product standards.
Facilitate client meetings.
Core Values
Personable
Builds influence
Communicates effectively
Emphasizes team over self
Makes things easy for others
Supports team members
Trustworthy
Driven
Consistent contributor
Overdelivers
Gets things done
Growth oriented
Responsible & accountable
Self-motivated
Savvy
Flexible thinker
Inclusive decision-maker
Inquisitive
Leverages talents of others
Resourceful
Sound judgement
Key Competencies and Activities
Technical Proficiency
Develops simple solutions using Microsoft 365 and Power Platform.
Applies basic solution logic, workflows, data modeling, and UI/UX design principles.
Integrates databases and simple APIs.
Possesses foundational skills in debugging and troubleshooting.
Resourcefulness
Basic problem-solving and adaptability.
Ability to apply learned methods to new problems.
Eagerness to seek guidance or resources for solutions.
Implements best practices to ensure solutions are effective.
Manages time effectively to meet deadlines and prioritize tasks.
Communication
Clearly articulates work and technical concepts.
Documents technical guides and composes clear messages.
Collaborates effectively with team members to complete tasks.
Understands the needs and feedback from team members and stakeholders.
Job Type: Full-time
Pay: From $89,500.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Application Question(s):
What interests you most about this position?
Experience:
low-code development or local government: 2 years (Preferred)
Work Location: In person",,2025-05-09,2025-05-09 13:02:47
Software Engineer,"IES Systems, Inc.","Canfield, OH 44406",,"$50,000 - $65,000 a year, Full-time, Monday to Friday
+2, 401(k), Health insurance, Retirement plan, Paid time off, Vision insurance, ","Position:
Software Engineer who will be responsible for designing and testing software for electronic test equipment, automated machines, and HMI based systems.
Essential Duties and Responsibilities:
Design and develop software applications for both Windows and embedded environments based on customer requirements.
Integrate third-party vendor equipment and interface via industrial communication protocols.
Generate and gather all required final project documentation.
Participate in Factory Acceptance Testing (FAT) and Site Acceptance Testing (SAT), when required.
Provide training to operators, supervisors, and administrative personnel.
Provide technical assistance to customers.
Projects will require significant cross-functional planning and interaction with mechanical and electrical engineers.
Required Qualifications:
Bachelor’s Degree in Software Engineering, Electrical Engineering or a related field.
1 – 5 years of software design experience writing software in a test, measurement or manufacturing environment.
Proficient with C/C++ and low-level hardware interfacing concepts.
Effective troubleshooting skills.
Knowledge of Ethernet and serial network communication formats, hardware configuration, and device integration.
Excellent interpersonal skills with the ability to communicate effectively, both orally and in writing.
Personal Computer skills including e-mail, word processing, and spreadsheet applications. Includes ability to install and configure software as required to setup third-party equipment (i.e. servo drives, power supplies, robot controllers, etc.).
Ability to travel up to 20%, both domestic and international. Must have a good driving record and be able to obtain a US passport.
Preferred Qualifications:
Experience building applications in Microsoft Visual Studio.
Experience with NI LabVIEW and/or NI TestStand.
Experience working with databases (SQL, Postgres).
Source Control Management (SCM) with Git or similar.
Work Environment:
Majority office and test lab, but many projects will require travel to manufacturing plants. Plant temperatures vary with the weather and PPE is required in all plants.
We offer an outstanding compensation and benefits package, including company matching Simple IRA, a comprehensive health care coverage program, dental, vision, company paid holidays, and a generous vacation policy.
*Not accepting 3rd party referrals
Job Type: Full-time
Salary: $50,000.00 - $65,000.00 per year
Benefits:
Simple Plan IRA, company matching
Dental Insurance
Health Insurance
Vision Insurance
Paid time off
Paid Holidays
Flexible Schedule
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Canfield, OH 44406: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Willingness to travel:
25% (Preferred)
Work Location: In person
Job Type: Full-time
Pay: $50,000.00 - $65,000.00 per year
Benefits:
401(k)
Dental insurance
Disability insurance
Health insurance
Health savings account
Life insurance
Paid holidays
Paid time off
Retirement plan
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
Ability to Commute:
Canfield, OH 44406 (Preferred)
Ability to Relocate:
Canfield, OH 44406: Relocate before starting work (Required)
Work Location: In person",,2025-05-09,2025-05-09 13:02:47
Senior Software Engineer UI/UX Focus,Gridline,Remote,,"$110,000 - $125,000 a year, Full-time, Monday to Friday, 401(k), Health insurance, Paid time off, Vision insurance, , ","Description
Pursue a contract opportunity at Gridline, a fast-growing technology and analytics company headquartered in Scottsdale, Arizona. Join us on our mission to transform delivery fleet operations and performance. Our innovative, world class data analytics solutions and services are improving the delivery performance of many of America’s best-known brands!
Gridline fosters a positive work environment that supports all of our team members in reaching their professional potential. Our company culture is committed to open communication and a collaborative team approach that leverages expertise, experience and innovative thinking across a broad range of skills. Gridline values diversity in the workplace, promotes personal work-life balance, and recognizes the excellence of motivated teams and individuals.
If you are looking for a career experience that is much more than just a job, you’re at the right place! At Gridline, we know it’s our people who make our company great. Come join our enthusiastic, energetic team that is driving the future of fleet technology!
General Job Description:
We are seeking a Senior Software Engineer to help solve the complex challenges of building high performance reporting and decision support systems at Gridline. With great problem solving and communication skills, the Senior Software Engineer will work in an Agile environment with fast paced design, development and deployment.
This position focuses largely on front end web development and user experience, but a successful candidate must be comfortable working in the full stack as needed.
Essential Functions:
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Design and implement user-friendly, attractive, and responsive web front ends using industry best practices
Use component libraries/frameworks to provide consistent user experience
Create React applications that can load data from a REST or GraphQL API or ComposeSDK
Securely setup and maintain React and MVC applications on
Create, improve, and support ASP.NET MVC/Razor applications
Maintain a cohesive look across React and ASP.NET MVC applications
Work on other layers in C# or SQL as needed to support our products
Requirements
Knowledge, Skills and Abilities:
Strong web front end experience, in both React and ASP.NET MVC.
Experience working with web applications built to present significant amounts of data.
Strong skills and experience with HTML, CSS, Typescript, JavaScript / JavaScript libraries, and Bootstrap.
Strong skills and experience with component libraries/frameworks such as Mantine.
Knowledge of UI & UX best practices
Strong object-oriented programming skills
Exceptional problem solving & debugging skills
Strong analytical and documentation skills
N-tier design and programming
Proficient in Microsoft Office
Education and Experience:
Bachelor’s degree in CS, MIS or CIS or related field or equivalent job-related experience.
7+ years web front end development experience
4+ years React
2+ ASP.NET MVC/Razor
5+ years C#
3+ years MS SQL
1+ years .NET 6+
IIS administration experience
Sisense/Compose SDK experience a plus
Docker experience a plus
Azure DevOps experience a plus
Position is contingent upon the completion of a satisfactory Background check, Drug test, Reference check and Execution of an employment/noncompete/confidentiality agreement.
Job Type: Full-time
Pay: $110,000.00 - $125,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid holidays
Paid time off
Vision insurance
Work from home
Compensation Package:
Profit sharing
Yearly pay
Schedule:
Monday to Friday
Work Location: Remote","Gridline
4.5",2025-05-09,2025-05-09 13:02:47
